Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
89,QD1TW03,968553,968553,0,,,,
89,IJ1TW04,968895,968895,0,,,,
89,EW1TW05,965613,965613,0,,,,
89,ZB1TW06,968805,968805,0,,,,
89,GP1TW07,968634,968634,0,,,,
89,EW1TW08,968769,968769,0,,,,
89,NS1TW09,968541,968541,0,,,,
89,RN1TW10,968775,968775,0,,,,
89,WL1TW11,967227,967227,0,,,,
89,FN1TW12,968727,968727,0,,,,
89,LZ1TW13,968778,968778,0,,,,
89,NE1TW14,968499,968499,0,,,,
89,TR1TW15,968871,968871,0,,,,
89,LW1TW16,967521,967521,0,,,,
89,TW1TW17,968871,968871,0,,,,
89,JB1TW18,966105,966105,0,,,,
89,VH1TW19,968901,968901,0,,,,
89,PJ1TW20,968652,968652,0,,,,
89,PZ1TW21,968880,968880,0,,,,
89,WC1TW22,968649,968649,0,,,,
89,LX1TW23,968841,968841,0,,,,
89,AX1TW24,968607,968607,0,,,,
89,DQ1TW25,968769,968769,0,,,,
89,BF1XW01,963975,963975,0,,,,
89,PP1XW02,960690,960690,0,,,,
89,NK1XW03,968814,968814,0,,,,
89,HV1XW04,960336,960336,0,,,,
89,WQ1XW05,961875,961875,0,,,,
89,PD1XW06,966972,966972,0,,,,
89,PN1XW07,968802,968802,0,,,,
89,KD1XW08,968919,968919,0,,,,
89,IK1XW09,968877,968877,0,,,,
89,FC1XW10,968778,968778,0,,,,
89,AF1XW11,961815,961815,0,,,,
89,CH1XW12,964737,964737,0,,,,
89,YX1XW13,968700,968700,0,,,,
89,PD1XW14,968820,968820,0,,,,
89,CO1XW15,959865,959865,0,,,,
89,ZQ1XW16,967608,967608,0,,,,
89,BD1XW17,962835,962835,0,,,,
89,PG1XW18,968832,968832,0,,,,
89,HE1XW19,966633,966633,0,,,,
89,JY1XW20,960231,960231,0,,,,
89,UA1XW21,968832,968832,0,,,,
89,LY1XW22,964638,964638,0,,,,
89,UL1XW23,965442,912804,52638,,,,
89,JJ1XW24,920754,920754,0,,,,
89,RH1XW25,968853,968853,0,,,,
89,PQPHW01,966888,966888,0,,,,
89,RAPHW02,968853,968853,0,,,,
89,QWPHW03,967767,967767,0,,,,
89,CHPHW04,968919,968919,0,,,,
89,QPPHW05,968910,968910,0,,,,
89,VEPHW06,968907,968907,0,,,,
89,SHPHW07,957198,957198,0,,,,
89,RYPHW08,968892,968892,0,,,,
89,BMPHW09,968811,968811,0,,,,
89,YEPHW10,958182,958182,0,,,,
89,WDPHW11,966726,966726,0,,,,
89,AGPHW12,965319,965319,0,,,,
89,HZPHW13,965082,965082,0,,,,
89,TEPHW14,968907,968907,0,,,,
89,NMPHW15,968877,968877,0,,,,
89,OGPHW16,968910,968910,0,,,,
89,LVPHW17,968940,968940,0,,,,
89,ZJPHW18,968964,968964,0,,,,
89,ZAPHW19,966696,966696,0,,,,
89,MSPHW20,968856,968856,0,,,,
89,DZPHW21,967134,967134,0,,,,
89,NTPHW22,968871,968871,0,,,,
89,DQPHW23,968784,968784,0,,,,
89,IDPHW24,967215,967215,0,,,,
89,HVPHW25,968913,968913,0,,,,
Group6,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
90,819282,21,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
90,JXCLW06,951045,0,951045,0,,,
90,LMCLW08,952266,8259,944007,0,,,
90,LLCLW09,936636,12375,924261,0,,,
90,PLCLW18,957513,0,957513,0,,,
90,TQCLW19,957948,0,957948,0,,,
90,CYCLW20,961206,0,961206,0,,,
90,TDCLW22,958476,0,958476,0,,,
90,BPCLW24,952479,0,952479,0,,,
90,SWCLW25,961434,0,961434,0,,,
Group7,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
91,2793006,21,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
91,II6PW26,470400,0,470400,0,,,
91,ZB6PW27,468447,0,468447,0,,,
91,ZF6PW28,417750,0,417750,0,,,
91,AW6PW29,472275,0,472275,0,,,
91,QG6PW30,420747,0,420747,0,,,
91,CQ6PW31,468897,0,468897,0,,,
91,RP6PW32,406680,0,406680,0,,,
91,WR6PW33,472242,0,472242,0,,,
91,DR6PW34,427836,0,427836,0,,,
91,VZ6PW35,472215,0,472215,0,,,
91,KN6PW36,421335,0,421335,0,,,
91,TN6PW37,465384,0,465384,0,,,
91,HW6PW38,419901,0,419901,0,,,
91,QF6PW39,469800,0,469800,0,,,
91,GK6PW40,423777,0,423777,0,,,
91,SN6PW41,472389,0,472389,0,,,
91,YL6PW42,427386,0,427386,0,,,
91,VZ6PW43,472314,0,472314,0,,,
91,WI6PW44,422673,0,422673,0,,,
91,XF6PW45,472362,0,472362,0,,,
91,LO6PW46,432477,0,432477,0,,,
91,VI6PW47,472305,0,472305,0,,,
91,IC6PW48,427557,0,427557,0,,,
91,YM6PW49,464112,0,464112,0,,,
91,BB6PW50,470157,0,470157,0,,,
Group8,WAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
1,2619450,,,,,,,
1,1898262,,,,,,,
1,1898262,,,,,,,
1,1924683,,,,,,,
1,773526,,,,,,,
1,773526,,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
1,AK49W31,416040,,,,,,
1,UT49W32,416781,,,,,,
1,MU49W33,415647,,,,,,
1,OL49W36,416799,,,,,,
1,TD49W37,416793,,,,,,
1,OU49W38,416829,,,,,,
1,QG49W39,416835,,,,,,
1,OP49W40,416790,,,,,,
1,SG49W41,416766,,,,,,
1,UX49W42,416748,,,,,,
1,VU49W43,416739,,,,,,
1,TP49W44,416724,,,,,,
1,NV49W45,414447,,,,,,
1,SK49W46,416799,,,,,,
1,EE49W47,415218,,,,,,
1,XD49W48,416862,,,,,,
1,EE49W49,416832,,,,,,
1,JH49W50,416868,,,,,,
1,TF80W39,416763,,,,,,
1,YA80W40,416790,,,,,,
1,KK80W41,416799,,,,,,
1,OU80W42,416739,,,,,,
1,RQ80W43,416763,,,,,,
1,XP80W44,416778,,,,,,
1,UTLXW26,416667,,,,,,
1,KSLXW27,416733,,,,,,
1,SDLXW28,416679,,,,,,
1,FGLXW29,416718,,,,,,
1,RFLXW30,416793,,,,,,
1,GQLXW31,416814,,,,,,
1,BDLXW32,416793,,,,,,
1,GPLXW33,416763,,,,,,
1,FLLXW34,416688,,,,,,
1,QMLXW35,406221,,,,,,
1,WGLXW36,416799,,,,,,
1,VNLXW37,416847,,,,,,
1,HTLXW38,415050,,,,,,
1,NLLXW39,416844,,,,,,
1,FYLXW40,416802,,,,,,
1,YWLXW41,416772,,,,,,
1,YDLXW42,416721,,,,,,
1,QLLXW43,416724,,,,,,
1,UELXW44,416757,,,,,,
1,LALXW45,411312,,,,,,
1,YDLXW46,416709,,,,,,
1,QNLXW47,416763,,,,,,
1,ZHLXW48,416799,,,,,,
1,ZGLXW49,416784,,,,,,
1,DZLXW50,416787,,,,,,
1,OFA5W01,416796,,,,,,
1,ALA5W02,416826,,,,,,
1,SOA5W03,416829,,,,,,
1,XWA5W04,414213,,,,,,
1,KYA5W05,416040,,,,,,
1,QUA5W06,416832,,,,,,
1,ASA5W07,416766,,,,,,
1,HJA5W08,416754,,,,,,
1,SXA5W09,416739,,,,,,
1,NVA5W10,414507,,,,,,
1,UBA5W11,416724,,,,,,
1,APA5W12,416715,,,,,,
1,NTA5W13,416685,,,,,,
1,PIA5W14,410511,,,,,,
1,OAA5W15,416250,,,,,,
1,UGA5W16,416838,,,,,,
1,HFA5W17,416841,,,,,,
1,KSA5W18,416847,,,,,,
1,VMA5W19,416868,,,,,,
1,LCA5W20,415185,,,,,,
1,OXA5W21,416220,,,,,,
1,TMA5W22,415683,,,,,,
1,KDA5W23,416868,,,,,,
1,CYA5W24,416859,,,,,,
1,GPA5W25,416859,,,,,,
1,OBA5W26,415527,,,,,,
1,TIA5W27,416799,,,,,,
1,FNA5W28,416811,,,,,,
1,FLA5W29,416820,,,,,,
1,XZA5W30,416757,,,,,,
1,YPA5W31,416769,,,,,,
1,IKA5W32,416754,,,,,,
1,EJA5W33,415632,,,,,,
1,MVA5W34,416811,,,,,,
1,HOA5W35,416796,,,,,,
1,OGA5W36,416235,,,,,,
1,MLA5W37,415323,,,,,,
1,HWA5W38,416670,,,,,,
1,HOA5W39,416829,,,,,,
1,EKA5W40,416850,,,,,,
1,QQA5W41,416166,,,,,,
1,BYA5W42,416787,,,,,,
1,LSA5W43,413421,,,,,,
1,NZA5W44,416718,,,,,,
1,AWA5W45,416790,,,,,,
1,NKA5W46,416811,,,,,,
1,OLA5W47,416880,,,,,,
1,DYA5W48,416832,,,,,,
1,PIA5W49,416814,,,,,,
1,HAA5W50,415569,,,,,,
1,QHANW01,416766,,,,,,
1,QRANW02,416829,,,,,,
1,BIANW03,416856,,,,,,
1,OHANW04,416634,,,,,,
1,BJANW05,416799,,,,,,
1,GRANW06,416835,,,,,,
1,GNANW07,416805,,,,,,
1,JHANW08,416856,,,,,,
1,NJANW09,416850,,,,,,
1,ZLANW10,416856,,,,,,
1,WNANW11,416856,,,,,,
1,ULANW12,416826,,,,,,
1,BDANW13,413964,,,,,,
1,RAANW14,415584,,,,,,
1,HIANW15,416823,,,,,,
1,HYANW16,416733,,,,,,
1,GEANW17,416823,,,,,,
1,TIANW18,416829,,,,,,
1,ZKANW19,416832,,,,,,
1,XCANW20,416793,,,,,,
1,EFANW21,416823,,,,,,
1,YRANW22,416820,,,,,,
1,QWANW23,413901,,,,,,
1,EBANW24,416802,,,,,,
1,CVANW25,416808,,,,,,
1,LFANW26,416832,,,,,,
1,JVANW27,416796,,,,,,
1,EDANW28,416883,,,,,,
1,MFANW29,416796,,,,,,
1,PXANW30,416793,,,,,,
1,QNANW31,416832,,,,,,
1,ATANW32,414999,,,,,,
1,BHANW33,416826,,,,,,
1,KCANW34,416847,,,,,,
1,UAANW35,416607,,,,,,
1,HDANW36,416841,,,,,,
1,MWANW37,416664,,,,,,
1,HRANW38,416763,,,,,,
1,PDANW39,416835,,,,,,
1,UFANW40,416853,,,,,,
1,YQANW41,416832,,,,,,
1,YLANW43,416823,,,,,,
1,WBANW44,416763,,,,,,
1,OKANW45,416823,,,,,,
1,ZPANW46,415581,,,,,,
1,VUANW47,416859,,,,,,
1,UAANW48,416742,,,,,,
1,LQANW49,416889,,,,,,
1,FEANW50,416148,,,,,,
1,PI7RW26,415515,,,,,,
1,LC7RW27,416823,,,,,,
1,HC7RW28,410589,,,,,,
1,OI7RW29,416772,,,,,,
1,TM7RW30,416796,,,,,,
1,ON7RW31,413340,,,,,,
1,NI7RW32,416778,,,,,,
1,KK7RW33,416808,,,,,,
1,YA7RW34,416790,,,,,,
1,PO7RW35,416808,,,,,,
1,WA7RW36,416712,,,,,,
1,SZ7RW37,416769,,,,,,
1,CE7RW38,416799,,,,,,
1,EN7RW39,416781,,,,,,
1,IM7RW40,416742,,,,,,
1,KQ7RW41,416772,,,,,,
1,LK7RW42,416778,,,,,,
1,OM7RW43,416829,,,,,,
1,TW7RW44,415617,,,,,,
1,IW7RW45,416799,,,,,,
1,XO7RW46,416736,,,,,,
1,IC7RW47,416826,,,,,,
1,VM7RW48,416748,,,,,,
1,BN7RW49,416778,,,,,,
1,JK7RW50,416733,,,,,,
Group9,WAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
2,2619450,,,,,,,
2,1924683,,,,,,,
2,3838950,,,,,,,
2,3838950,,,,,,,
2,415197,,,,,,,
2,415197,,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
2,BLA6W08,413613,,,,,,
2,BQN3W08,404292,,,,,,
2,ION3W09,415437,,,,,,
2,PLN3W16,416667,,,,,,
2,ZDN3W17,397284,,,,,,
2,XAN3W18,416664,,,,,,
2,ZHN3W19,414912,,,,,,
2,BYN3W20,415542,,,,,,
2,BDN3W22,416646,,,,,,
2,TYD9W01,416688,,,,,,
2,QCD9W02,415446,,,,,,
2,RTD9W42,414393,,,,,,
2,RHD9W43,415077,,,,,,
2,RQD9W44,416754,,,,,,
2,EPD9W45,416829,,,,,,
2,CRD9W46,416832,,,,,,
2,EYD9W47,414984,,,,,,
2,KZD9W48,415383,,,,,,
2,PVD9W49,416766,,,,,,
2,BZD9W50,410157,,,,,,
2,WI5JW01,416853,,,,,,
2,WF5JW02,416772,,,,,,
2,YW5JW03,416766,,,,,,
2,OB5JW04,416799,,,,,,
2,AX5JW05,415821,,,,,,
2,LY5JW06,416790,,,,,,
2,TK5JW07,416811,,,,,,
2,TZ5JW08,416778,,,,,,
2,TI5JW09,416781,,,,,,
2,YA5JW10,416811,,,,,,
2,XY5JW11,416682,,,,,,
2,HJ5JW12,416832,,,,,,
2,AF5JW13,416793,,,,,,
2,WB5JW14,416754,,,,,,
2,WC5JW15,416808,,,,,,
2,IF5JW16,416769,,,,,,
2,BT5JW17,416754,,,,,,
2,BI5JW18,416844,,,,,,
2,FM5JW19,416817,,,,,,
2,UU5JW20,416781,,,,,,
2,TQ5JW21,416784,,,,,,
2,QG5JW22,416817,,,,,,
2,ED5JW23,416811,,,,,,
2,YT5JW24,414180,,,,,,
2,EL5JW25,416760,,,,,,
2,GG5JW26,416769,,,,,,
2,WA5JW27,416832,,,,,,
2,CX5JW28,416760,,,,,,
2,AM5JW29,416814,,,,,,
2,FT5JW30,416802,,,,,,
2,AN5JW31,416766,,,,,,
2,EX5JW32,416811,,,,,,
2,PF5JW33,411984,,,,,,
2,WZ5JW34,416799,,,,,,
2,JL5JW35,416805,,,,,,
2,TH5JW36,416787,,,,,,
2,OE5JW37,413691,,,,,,
2,HH5JW38,416808,,,,,,
2,IB5JW39,416766,,,,,,
2,FX5JW40,416766,,,,,,
2,HC5JW41,416739,,,,,,
2,XK5JW42,416760,,,,,,
2,VB5JW43,416793,,,,,,
2,JB5JW44,416820,,,,,,
2,RD5JW45,416793,,,,,,
2,HS5JW46,416802,,,,,,
2,HB5JW47,416778,,,,,,
2,UF5JW48,416757,,,,,,
2,LS5JW49,415551,,,,,,
2,QZ5JW50,416586,,,,,,
2,HYLNW01,416568,,,,,,
2,KSLNW02,415746,,,,,,
2,RZLNW03,416835,,,,,,
2,SSLNW05,385524,,,,,,
2,TVLNW06,416016,,,,,,
2,PZLNW07,385542,,,,,,
2,HHLNW08,416835,,,,,,
2,LXLNW09,416778,,,,,,
2,PULNW11,416241,,,,,,
2,CNLNW18,376272,,,,,,
2,WVLNW19,416604,,,,,,
2,HFLNW21,376116,,,,,,
2,EBLNW22,416817,,,,,,
2,ZNLNW23,416784,,,,,,
2,KBLNW25,366084,,,,,,
2,WPLNW26,416769,,,,,,
2,KFLNW27,416751,,,,,,
2,PJLNW28,412572,,,,,,
2,SFLNW29,355551,,,,,,
2,TWLNW30,416745,,,,,,
2,JQLNW31,416808,,,,,,
2,IWLNW32,416814,,,,,,
2,OHLNW33,416439,,,,,,
2,KZLNW34,416787,,,,,,
2,PWLNW35,391635,,,,,,
2,QRLNW36,364416,,,,,,
2,QDLNW37,416787,,,,,,
2,CLLNW38,416811,,,,,,
2,QFLNW39,416778,,,,,,
2,NPLNW40,416796,,,,,,
2,ZFLNW41,416529,,,,,,
2,IRLNW42,416745,,,,,,
2,YZLNW43,416580,,,,,,
2,OBLNW46,360309,,,,,,
2,SCLNW47,371673,,,,,,
2,FKLNW48,370473,,,,,,
2,AGLNW49,365118,,,,,,
2,EFLNW50,358197,,,,,,
2,NLY1W12,416685,,,,,,
2,RWY1W19,395172,,,,,,
2,RAY1W26,412569,,,,,,
2,XOY1W36,409878,,,,,,
2,LFY1W37,413268,,,,,,
2,ZGY1W44,410835,,,,,,
2,DDY1W46,416604,,,,,,
2,SNY1W47,416718,,,,,,
2,RDRVW01,413856,,,,,,
2,WDRVW02,416637,,,,,,
2,IRRVW03,416625,,,,,,
2,XORVW04,416793,,,,,,
2,TIRVW05,416703,,,,,,
2,GNRVW06,416571,,,,,,
2,QFRVW07,416538,,,,,,
2,QKRVW08,416577,,,,,,
2,ZWRVW09,414936,,,,,,
2,YFRVW10,416712,,,,,,
2,NQRVW11,416745,,,,,,
2,YYRVW13,416745,,,,,,
2,IURVW14,402744,,,,,,
2,FTRVW15,416724,,,,,,
2,AHRVW16,416748,,,,,,
2,YORVW17,416676,,,,,,
2,JSRVW18,416763,,,,,,
2,TXRVW19,416751,,,,,,
2,JARVW20,416769,,,,,,
2,XWRVW21,416787,,,,,,
2,OCRVW22,416745,,,,,,
2,DIRVW23,416778,,,,,,
2,TJRVW24,416766,,,,,,
2,XGRVW25,416667,,,,,,
2,OPRVW26,416757,,,,,,
2,HGRVW27,416676,,,,,,
2,FMRVW28,416739,,,,,,
2,ZARVW29,416802,,,,,,
2,EXRVW30,416790,,,,,,
2,UORVW31,416757,,,,,,
2,LDRVW32,416736,,,,,,
2,OLRVW33,416691,,,,,,
2,KSRVW34,416670,,,,,,
2,EYRVW35,416703,,,,,,
2,LSRVW36,416793,,,,,,
2,AZRVW37,416619,,,,,,
2,ZCRVW38,416757,,,,,,
2,RLRVW39,412974,,,,,,
2,NQRVW40,416733,,,,,,
2,EZRVW41,416742,,,,,,
2,WYRVW42,416763,,,,,,
2,EKRVW43,406539,,,,,,
2,ARRVW44,416754,,,,,,
2,JWRVW45,416682,,,,,,
2,TSRVW46,416697,,,,,,
2,SLRVW47,416733,,,,,,
2,FJRVW48,416817,,,,,,
2,KKRVW49,416061,,,,,,
2,ORRVW50,416718,,,,,,
2,YBF3W01,413400,,,,,,
2,FZF3W02,416703,,,,,,
2,UWF3W03,416703,,,,,,
2,OHF3W05,416763,,,,,,
2,HCF3W06,415104,,,,,,
2,VOF3W07,416796,,,,,,
2,NOF3W08,416790,,,,,,
2,SVF3W09,416766,,,,,,
2,RNF3W10,416253,,,,,,
2,YDF3W11,416715,,,,,,
2,KSF3W12,414675,,,,,,
2,IHF3W13,416805,,,,,,
2,ETF3W14,416754,,,,,,
2,AOF3W15,416766,,,,,,
2,TQF3W16,416601,,,,,,
2,RGF3W17,416733,,,,,,
2,WVF3W18,416775,,,,,,
2,SDF3W19,416778,,,,,,
2,UXF3W20,416724,,,,,,
2,DIF3W21,416745,,,,,,
2,VSF3W22,415743,,,,,,
2,KGF3W23,416781,,,,,,
2,BFF3W24,416784,,,,,,
2,FEF3W25,416766,,,,,,
2,TKF3W26,416706,,,,,,
2,RXF3W27,416763,,,,,,
2,MKF3W28,415089,,,,,,
2,GFF3W29,412086,,,,,,
2,SXF3W30,416760,,,,,,
2,UBF3W31,416742,,,,,,
2,WAF3W32,416724,,,,,,
2,ORF3W33,416568,,,,,,
2,KPF3W34,416736,,,,,,
2,RRF3W35,416538,,,,,,
2,WPF3W36,416664,,,,,,
2,BUF3W37,414636,,,,,,
2,JPF3W38,416769,,,,,,
2,HSF3W39,416721,,,,,,
2,HCF3W40,416784,,,,,,
2,GZF3W41,414099,,,,,,
2,NVF3W42,416751,,,,,,
2,VJF3W43,416718,,,,,,
2,YUF3W44,416757,,,,,,
2,ULF3W45,416805,,,,,,
2,OMF3W46,416724,,,,,,
2,KWF3W47,416805,,,,,,
2,CCF3W48,413907,,,,,,
2,MVF3W49,416793,,,,,,
2,ETF3W50,416724,,,,,,
2,VLCVW01,416742,,,,,,
2,NNCVW02,416778,,,,,,
2,HDCVW03,416751,,,,,,
2,JXCVW04,416805,,,,,,
2,NWCVW05,415602,,,,,,
2,DOCVW06,416838,,,,,,
2,YQCVW07,416838,,,,,,
2,RVCVW08,416841,,,,,,
2,NACVW09,416850,,,,,,
2,FFCVW10,416865,,,,,,
2,SPCVW11,416829,,,,,,
2,UGCVW12,416847,,,,,,
2,CJCVW13,416850,,,,,,
2,FECVW14,416739,,,,,,
2,RGCVW15,416832,,,,,,
2,DMCVW16,416748,,,,,,
2,ONCVW17,416841,,,,,,
2,GUCVW18,416829,,,,,,
2,LACVW19,416811,,,,,,
2,NRCVW20,416790,,,,,,
2,ZBCVW21,416790,,,,,,
2,HYCVW22,415833,,,,,,
2,IACVW23,416799,,,,,,
2,OTCVW24,416868,,,,,,
2,EHCVW25,416730,,,,,,
2,PM7HW01,415557,,,,,,
2,QY7HW02,412860,,,,,,
2,BF7HW03,416448,,,,,,
2,RH7HW04,416616,,,,,,
2,LY7HW05,415623,,,,,,
2,YE7HW06,416730,,,,,,
2,FG7HW07,415569,,,,,,
2,SQ7HW08,411771,,,,,,
2,AK7HW09,416820,,,,,,
2,KX7HW10,416667,,,,,,
2,JN7HW11,416709,,,,,,
2,MN7HW12,416739,,,,,,
2,FR7HW13,413520,,,,,,
2,IW7HW14,412749,,,,,,
2,XC7HW15,416577,,,,,,
2,VL7HW16,416778,,,,,,
2,ZK7HW17,416694,,,,,,
2,RR7HW18,416667,,,,,,
2,WP7HW19,416688,,,,,,
2,MA7HW20,416643,,,,,,
2,DE7HW21,416661,,,,,,
2,OP7HW22,416676,,,,,,
2,TU7HW23,416739,,,,,,
2,VA7HW24,416733,,,,,,
2,FR7HW25,416682,,,,,,
2,ADXHW01,416820,,,,,,
2,JHXHW02,416733,,,,,,
2,YBXHW03,416862,,,,,,
2,ZCXHW04,416832,,,,,,
2,TJXHW05,416802,,,,,,
2,XUXHW06,416766,,,,,,
2,JIXHW07,416820,,,,,,
2,CNXHW08,416856,,,,,,
2,FVXHW09,416718,,,,,,
2,PBXHW10,415338,,,,,,
2,UKXHW11,414408,,,,,,
2,YKXHW12,415614,,,,,,
2,TFXHW13,416850,,,,,,
2,YWXHW14,416859,,,,,,
2,UKXHW15,416817,,,,,,
2,WIXHW16,416745,,,,,,
2,QFXHW17,416838,,,,,,
2,CRXHW18,416709,,,,,,
2,BRXHW19,416757,,,,,,
2,LPXHW20,416193,,,,,,
2,RTXHW22,416757,,,,,,
2,WCXHW23,416826,,,,,,
2,DIXHW24,416814,,,,,,
2,UGXHW25,416859,,,,,,
2,MFXHW26,416775,,,,,,
2,PZXHW27,416835,,,,,,
2,KDXHW28,416793,,,,,,
2,XPXHW29,416841,,,,,,
2,FZXHW30,416844,,,,,,
2,NTXHW31,416814,,,,,,
2,DCXHW32,416829,,,,,,
2,IIXHW33,416793,,,,,,
2,NOXHW34,416862,,,,,,
2,DDXHW35,416859,,,,,,
2,GKXHW36,416829,,,,,,
2,LNXHW37,416139,,,,,,
2,JZXHW38,412881,,,,,,
2,KAXHW39,415443,,,,,,
2,OVXHW40,415392,,,,,,
2,HLXHW41,416790,,,,,,
2,KSXHW42,416802,,,,,,
2,JOXHW43,416769,,,,,,
2,UWXHW44,413859,,,,,,
2,XNXHW45,416853,,,,,,
2,IMXHW46,416823,,,,,,
2,MCXHW47,416835,,,,,,
2,ESXHW48,416772,,,,,,
2,MOXHW49,415800,,,,,,
2,LNXHW50,405603,,,,,,
2,PO67W01,416736,,,,,,
2,EQ67W02,416778,,,,,,
2,ZC67W03,416772,,,,,,
2,UC67W04,416715,,,,,,
2,PK67W05,405660,,,,,,
2,TX67W06,416733,,,,,,
2,BJ67W07,415350,,,,,,
2,SC67W08,416829,,,,,,
2,IL67W09,416790,,,,,,
2,TT67W10,416769,,,,,,
2,NQ67W11,416856,,,,,,
2,QQ67W12,416703,,,,,,
2,VT67W13,416790,,,,,,
2,YI67W14,415419,,,,,,
2,JQ67W15,416289,,,,,,
2,NW67W16,416682,,,,,,
2,OA67W17,416676,,,,,,
2,GS67W18,416829,,,,,,
2,GU67W19,416823,,,,,,
2,SH67W20,414882,,,,,,
2,TS67W21,416751,,,,,,
2,HM67W22,416757,,,,,,
2,TL67W23,416748,,,,,,
2,LC67W24,416814,,,,,,
2,KB67W25,416781,,,,,,
2,KADAW01,416778,,,,,,
2,VRDAW02,416808,,,,,,
2,AYDAW03,416688,,,,,,
2,YODAW04,416808,,,,,,
2,UGDAW05,416757,,,,,,
2,DLDAW06,416727,,,,,,
2,TYDAW07,415092,,,,,,
2,XXDAW08,409227,,,,,,
2,IBDAW09,416778,,,,,,
2,DZDAW10,413313,,,,,,
2,WODAW11,416790,,,,,,
2,TLDAW12,416682,,,,,,
2,AVDAW13,414792,,,,,,
2,JDDAW14,415398,,,,,,
2,XKDAW15,415467,,,,,,
2,IWDAW16,414846,,,,,,
2,YHDAW17,416799,,,,,,
2,GMDAW18,416793,,,,,,
2,AXDAW19,416811,,,,,,
2,AHDAW20,416802,,,,,,
2,USDAW21,416814,,,,,,
2,ZLDAW22,416808,,,,,,
2,EHDAW23,415992,,,,,,
2,YIDAW24,416742,,,,,,
2,PWDAW25,416784,,,,,,
2,CKDAW26,416814,,,,,,
2,YKDAW27,416829,,,,,,
2,EWDAW28,416805,,,,,,
2,HJDAW29,416805,,,,,,
2,REDAW30,416796,,,,,,
2,PUDAW31,416793,,,,,,
2,QKDAW32,416697,,,,,,
2,YHDAW33,416718,,,,,,
2,NLDAW34,416775,,,,,,
2,SKDAW35,416745,,,,,,
2,WLDAW36,416775,,,,,,
2,AWDAW37,416859,,,,,,
2,FEDAW38,416817,,,,,,
2,OHDAW39,416817,,,,,,
2,HSDAW40,416832,,,,,,
2,XADAW41,416832,,,,,,
2,NADAW42,416793,,,,,,
2,HYDAW43,416847,,,,,,
2,XNDAW44,416808,,,,,,
2,DKDAW45,416826,,,,,,
2,FQDAW46,416790,,,,,,
2,GVDAW47,416799,,,,,,
2,RZDAW48,416655,,,,,,
2,BPDAW49,416724,,,,,,
2,NWDAW50,416859,,,,,,
2,UMP2W01,416742,,,,,,
2,QFP2W02,416790,,,,,,
2,ZRP2W03,416787,,,,,,
2,JCP2W04,414087,,,,,,
2,FAP2W05,416811,,,,,,
2,HZP2W06,416817,,,,,,
2,CYP2W07,416772,,,,,,
2,HPP2W08,416808,,,,,,
2,GPP2W09,416814,,,,,,
2,CAP2W10,414825,,,,,,
2,KAP2W11,413775,,,,,,
2,IHP2W12,415209,,,,,,
2,FFP2W13,416787,,,,,,
2,FFP2W14,416778,,,,,,
2,EFP2W15,416808,,,,,,
2,CZP2W16,416775,,,,,,
2,UKP2W17,415620,,,,,,
2,YKP2W18,416772,,,,,,
2,JIP2W19,416811,,,,,,
2,BQP2W20,416808,,,,,,
2,OUP2W21,416205,,,,,,
2,ICP2W22,416826,,,,,,
2,CFP2W23,416811,,,,,,
2,NHP2W24,416826,,,,,,
2,OCP2W25,415698,,,,,,
Group10,WAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
3,3165267,,,,,,,
3,3165267,,,,,,,
3,9806613,,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
3,SLHTW25,416778,,,,,,
3,MNHTW27,411312,,,,,,
3,MUHTW50,416712,,,,,,
3,EJT2W29,416814,,,,,,
3,ZTT2W30,416814,,,,,,
3,MDT2W31,416757,,,,,,
3,YZT2W32,414381,,,,,,
3,XHT2W33,416736,,,,,,
3,FST2W34,416832,,,,,,
3,AWT2W35,416757,,,,,,
3,GXT2W37,413172,,,,,,
3,OMT2W39,416790,,,,,,
3,LPT2W41,416829,,,,,,
3,RFT2W43,416826,,,,,,
3,FZT2W44,416793,,,,,,
3,RYT2W45,392682,,,,,,
3,QCT2W46,416763,,,,,,
3,MRT2W47,416748,,,,,,
3,NGT2W48,416850,,,,,,
3,YDT2W49,414447,,,,,,
3,GAT2W50,414123,,,,,,
