Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
8,IVRKW29,391449,,,,,,
8,NVRKW30,393066,,,,,,
8,XURKW31,394320,,,,,,
8,ITRKW32,396153,,,,,,
8,WBRKW33,396318,,,,,,
8,JBRKW34,396330,,,,,,
8,KJRKW35,395688,,,,,,
8,DSRKW36,396423,,,,,,
8,GLRKW37,396432,,,,,,
8,QPRKW38,396393,,,,,,
8,JDRKW39,396069,,,,,,
8,NLRKW40,393840,,,,,,
8,TORKW41,396282,,,,,,
8,LKRKW42,389823,,,,,,
8,UMRKW43,396615,,,,,,
8,IURKW44,395784,,,,,,
8,GSRKW45,396543,,,,,,
8,WURKW46,396399,,,,,,
8,GLRKW47,396423,,,,,,
8,LXRKW48,396324,,,,,,
8,CLRKW49,396639,,,,,,
8,EHRKW50,396531,,,,,,
8,MH99W25,416685,,,,,,
8,ZY99W26,383433,,,,,,
8,ME99W27,416811,,,,,,
8,GT99W28,416778,,,,,,
8,OV99W30,416826,,,,,,
8,UE99W31,416799,,,,,,
8,IC99W32,415842,,,,,,
8,CJ99W33,416724,,,,,,
8,IY99W34,416811,,,,,,
8,ZK99W35,416799,,,,,,
8,TP99W36,416769,,,,,,
8,VR99W37,416790,,,,,,
8,NI99W38,416766,,,,,,
8,MU99W50,416610,,,,,,
8,AT1KW30,395556,,,,,,
8,MX1KW37,416697,,,,,,
8,ZF1KW38,414774,,,,,,
8,YL1KW39,416703,,,,,,
8,PN1KW40,416643,,,,,,
8,YP1KW41,416754,,,,,,
8,GO1KW42,416781,,,,,,
8,FK1KW43,416730,,,,,,
8,YR1KW44,416715,,,,,,
8,ME1KW45,415545,,,,,,
8,JC1KW46,416733,,,,,,
8,OE1KW47,416745,,,,,,
8,LU1KW48,416721,,,,,,
8,OX1KW49,416682,,,,,,
8,LH1KW50,416787,,,,,,
8,KE7NW01,407391,,,,,,
8,SL7NW33,416682,,,,,,
8,TV7NW35,416628,,,,,,
8,JW7NW36,416559,,,,,,
8,FD7NW37,416625,,,,,,
8,DQ7NW38,416697,,,,,,
8,TV7NW39,416652,,,,,,
8,ZJ7NW40,416721,,,,,,
8,DE7NW41,416682,,,,,,
8,JL7NW42,416529,,,,,,
8,TV7NW43,415632,,,,,,
8,WI7NW44,416559,,,,,,
8,LX7NW45,416742,,,,,,
8,EH7NW46,413880,,,,,,
8,LE7NW47,416664,,,,,,
8,RA7NW48,416733,,,,,,
8,ZI7NW49,416724,,,,,,
8,CT7NW50,415491,,,,,,
8,XUN6W01,416763,,,,,,
8,VKN6W02,408255,,,,,,
8,BBN6W03,416856,,,,,,
8,MJN6W04,416808,,,,,,
8,ASN6W05,416841,,,,,,
8,ISN6W06,416790,,,,,,
8,ECN6W07,416814,,,,,,
8,QKN6W08,416778,,,,,,
8,OAN6W09,416826,,,,,,
8,OON6W10,416760,,,,,,
8,HKN6W11,416775,,,,,,
8,ZVN6W12,416766,,,,,,
8,QBN6W13,416718,,,,,,
8,KAN6W14,414324,,,,,,
8,LCN6W15,415101,,,,,,
8,RLN6W16,414117,,,,,,
8,SGN6W17,416658,,,,,,
8,MJN6W18,416823,,,,,,
8,IZN6W19,416784,,,,,,
8,JRN6W20,416802,,,,,,
8,JNN6W21,416784,,,,,,
8,HSN6W22,412686,,,,,,
8,PLN6W23,416814,,,,,,
8,CJN6W24,416208,,,,,,
8,OGN6W25,416745,,,,,,
8,MYN6W26,416823,,,,,,
8,UON6W27,416751,,,,,,
8,MNN6W28,416850,,,,,,
8,UAN6W29,416775,,,,,,
8,UAN6W30,416730,,,,,,
8,RMN6W31,416796,,,,,,
8,XYN6W32,416784,,,,,,
8,BXN6W33,416793,,,,,,
8,AYN6W34,416697,,,,,,
8,QHN6W35,415008,,,,,,
8,BPN6W36,416835,,,,,,
8,RWN6W37,416334,,,,,,
8,FUN6W38,416757,,,,,,
8,CHN6W39,416808,,,,,,
8,GEN6W40,416781,,,,,,
8,YAN6W41,416814,,,,,,
8,LFN6W42,416766,,,,,,
8,PSN6W43,416832,,,,,,
8,REN6W44,416787,,,,,,
8,UZN6W45,416841,,,,,,
8,OHN6W46,415323,,,,,,
8,EJN6W47,416712,,,,,,
8,ZWN6W48,416823,,,,,,
8,QIN6W49,416790,,,,,,
8,RRN6W50,416748,,,,,,
8,LEN7W01,416808,,,,,,
8,THN7W02,416715,,,,,,
8,EXN7W03,416841,,,,,,
8,HXN7W04,416805,,,,,,
8,JRN7W05,416763,,,,,,
8,KNN7W06,416808,,,,,,
8,UPN7W07,416829,,,,,,
8,BQN7W08,415878,,,,,,
8,ASN7W09,416838,,,,,,
8,IIN7W10,416691,,,,,,
8,GWN7W11,416808,,,,,,
8,EQN7W12,416766,,,,,,
8,TUN7W13,416733,,,,,,
8,KIN7W14,416823,,,,,,
8,WIN7W15,416742,,,,,,
8,EUN7W16,416802,,,,,,
8,PON7W17,416724,,,,,,
8,SUN7W18,416790,,,,,,
8,HEN7W19,416775,,,,,,
8,ARN7W20,415113,,,,,,
8,LTN7W21,416667,,,,,,
8,VCN7W22,416445,,,,,,
8,PAN7W23,416775,,,,,,
8,NPN7W24,416787,,,,,,
8,HJN7W25,416817,,,,,,
8,VYN7W26,416853,,,,,,
8,ZIN7W27,414333,,,,,,
8,LPN7W28,416760,,,,,,
8,ZCN7W29,416763,,,,,,
8,NKN7W30,416766,,,,,,
8,NZN7W31,416562,,,,,,
8,AAN7W32,416709,,,,,,
8,NPN7W33,416787,,,,,,
8,XGN7W34,413001,,,,,,
8,WHN7W35,416811,,,,,,
8,JVN7W36,416115,,,,,,
8,RRN7W37,416805,,,,,,
8,XMN7W38,416751,,,,,,
8,ACN7W39,416208,,,,,,
8,BSN7W40,416799,,,,,,
8,HUN7W41,416793,,,,,,
8,ANN7W42,416688,,,,,,
8,MFN7W43,414459,,,,,,
8,UHN7W44,416856,,,,,,
8,DDN7W45,416730,,,,,,
8,UEN7W46,416847,,,,,,
8,RPN7W47,416775,,,,,,
8,ELN7W48,416562,,,,,,
8,TUN7W49,416616,,,,,,
8,OZT6W01,416736,,,,,,
8,CGT6W02,416838,,,,,,
8,SZT6W03,416793,,,,,,
8,ZZT6W04,416754,,,,,,
8,GIT6W05,416649,,,,,,
8,LYT6W06,416712,,,,,,
8,OXT6W07,412518,,,,,,
8,AUT6W08,416757,,,,,,
8,DTT6W09,416838,,,,,,
8,YMT6W10,416769,,,,,,
8,NHT6W11,416853,,,,,,
8,VQT6W12,416826,,,,,,
8,CST6W13,416787,,,,,,
8,NET6W14,416835,,,,,,
8,ECT6W15,416823,,,,,,
8,NMT6W16,416856,,,,,,
8,SGT6W17,416649,,,,,,
8,NCT6W18,416853,,,,,,
8,QAT6W19,416766,,,,,,
8,BBT6W21,416811,,,,,,
8,NNT6W22,414330,,,,,,
8,ZLT6W23,416823,,,,,,
8,WET6W24,416796,,,,,,
8,PWT6W25,416718,,,,,,
8,EWT6W26,416787,,,,,,
8,LLT6W27,416214,,,,,,
8,MGT6W28,416829,,,,,,
8,HGT6W29,416862,,,,,,
8,DLT6W31,416850,,,,,,
8,EZT6W32,416760,,,,,,
8,LVT6W33,416823,,,,,,
8,VDT6W34,416817,,,,,,
8,VZT6W35,416820,,,,,,
8,FIT6W36,415152,,,,,,
8,KYT6W37,416853,,,,,,
8,EDT6W38,416832,,,,,,
8,RXT6W39,408459,,,,,,
8,YAT6W40,416682,,,,,,
8,IJT6W41,416691,,,,,,
8,UXT6W42,416790,,,,,,
8,DQT6W43,416817,,,,,,
8,AIT6W44,416859,,,,,,
8,QBT6W45,416853,,,,,,
8,ZMT6W46,416742,,,,,,
8,YGT6W47,416877,,,,,,
8,YET6W48,416874,,,,,,
8,VBT6W49,416865,,,,,,
8,PST6W50,416823,,,,,,
8,RVXVW01,416805,,,,,,
8,PXXVW02,416823,,,,,,
8,YGXVW03,416829,,,,,,
8,MFXVW04,416817,,,,,,
8,SIXVW05,411504,,,,,,
8,TPXVW06,416787,,,,,,
8,HHXVW07,416772,,,,,,
8,YTXVW08,412440,,,,,,
8,QGXVW09,416847,,,,,,
8,WVXVW10,416853,,,,,,
8,VMXVW11,416811,,,,,,
8,MTXVW12,416859,,,,,,
8,ZTXVW13,416748,,,,,,
8,KDXVW14,416850,,,,,,
8,AZXVW15,416868,,,,,,
8,HPXVW16,416844,,,,,,
8,HGXVW17,416790,,,,,,
8,IMXVW18,416769,,,,,,
8,UXXVW19,416814,,,,,,
8,ZWXVW20,416868,,,,,,
8,EUXVW21,416397,,,,,,
8,QIXVW22,416826,,,,,,
8,IJXVW23,416835,,,,,,
8,EQXVW24,416736,,,,,,
8,IEXVW25,416721,,,,,,
8,NPXVW26,416829,,,,,,
8,FUXVW27,416850,,,,,,
8,WFXVW28,416835,,,,,,
8,JWXVW29,416811,,,,,,
8,XFXVW30,416850,,,,,,
8,WIXVW31,416760,,,,,,
8,FSXVW32,416772,,,,,,
8,AEXVW33,414756,,,,,,
8,IAXVW34,416754,,,,,,
8,ZMXVW35,416700,,,,,,
8,ZTXVW36,415059,,,,,,
8,HZXVW37,415935,,,,,,
8,QBXVW38,414360,,,,,,
8,WDXVW39,416844,,,,,,
8,LQXVW40,416832,,,,,,
8,PTXVW41,416856,,,,,,
8,VVXVW42,416871,,,,,,
8,LSXVW43,416841,,,,,,
8,JNXVW44,416784,,,,,,
8,KCXVW45,416862,,,,,,
8,DXXVW46,416811,,,,,,
8,ATXVW47,416871,,,,,,
8,AWXVW48,414336,,,,,,
8,OXXVW49,416706,,,,,,
8,HDXVW50,407499,,,,,,
8,BDATW01,416793,,,,,,
8,RVATW02,416733,,,,,,
8,EUATW03,408720,,,,,,
8,HGATW04,416820,,,,,,
8,DVATW05,416793,,,,,,
8,JFATW06,395814,,,,,,
8,KGATW07,416835,,,,,,
8,PDATW08,416790,,,,,,
8,MKATW09,416352,,,,,,
8,HIATW10,416799,,,,,,
8,UUATW11,416754,,,,,,
8,QWATW12,416778,,,,,,
8,JCATW13,416808,,,,,,
8,SNATW14,416814,,,,,,
8,ZUATW15,416706,,,,,,
8,MZATW16,416781,,,,,,
8,WHATW17,416844,,,,,,
8,PLATW18,413208,,,,,,
8,BZATW19,416751,,,,,,
8,QQATW20,415239,,,,,,
8,KDATW21,416679,,,,,,
8,JOATW22,416736,,,,,,
8,TXATW23,416796,,,,,,
8,NUATW24,416817,,,,,,
8,DWATW25,416766,,,,,,
8,JEATW26,414213,,,,,,
8,PZATW27,416547,,,,,,
8,JGATW28,413499,,,,,,
8,MUATW29,407088,,,,,,
8,MCATW30,416703,,,,,,
8,CUATW31,408141,,,,,,
8,GJATW32,408798,,,,,,
8,IJATW33,414957,,,,,,
8,JDATW34,413748,,,,,,
8,QEATW35,403176,,,,,,
8,BMATW36,407475,,,,,,
8,TRATW38,386877,,,,,,
8,XQATW39,402621,,,,,,
8,LCATW40,416727,,,,,,
8,CLATW41,392943,,,,,,
8,PYATW42,395070,,,,,,
8,JCATW43,404079,,,,,,
8,KIATW44,414594,,,,,,
8,JWATW45,416778,,,,,,
8,YJATW46,416712,,,,,,
8,YHATW47,416835,,,,,,
8,NOATW48,416772,,,,,,
8,OQATW49,416688,,,,,,
8,WAATW50,416784,,,,,,
8,FJCAW01,415797,,,,,,
8,OJCAW02,416091,,,,,,
8,DZCAW03,414942,,,,,,
8,VXCAW04,416757,,,,,,
8,KYCAW05,416688,,,,,,
8,BSCAW06,416808,,,,,,
8,VKCAW07,416547,,,,,,
8,RBCAW08,416547,,,,,,
8,NECAW09,416580,,,,,,
8,KECAW10,416745,,,,,,
8,YACAW11,416715,,,,,,
8,AMCAW12,416661,,,,,,
8,FHCAW13,416529,,,,,,
8,FUCAW14,416637,,,,,,
8,ZFCAW15,416667,,,,,,
8,CHCAW16,416502,,,,,,
8,TKCAW17,416616,,,,,,
8,WTCAW18,416538,,,,,,
8,XFCAW19,416460,,,,,,
8,UKCAW20,416583,,,,,,
8,HMCAW21,416325,,,,,,
8,XLCAW22,416613,,,,,,
8,VFCAW23,416592,,,,,,
8,OOCAW24,416466,,,,,,
8,PLCAW25,416409,,,,,,
8,AKCAW26,416601,,,,,,
8,GSCAW27,416517,,,,,,
8,BECAW28,416196,,,,,,
8,JCCAW29,416697,,,,,,
8,EWCAW30,416559,,,,,,
8,UBCAW31,416463,,,,,,
8,YFCAW32,416532,,,,,,
8,VUCAW33,416508,,,,,,
8,YKCAW34,416448,,,,,,
8,NYCAW35,416481,,,,,,
8,EICAW36,416679,,,,,,
8,JACAW37,416652,,,,,,
8,XMCAW38,416589,,,,,,
8,DPCAW39,416652,,,,,,
8,RZCAW40,416505,,,,,,
8,TRCAW41,416505,,,,,,
8,ENCAW42,416598,,,,,,
8,ESCAW43,416112,,,,,,
8,ABCAW44,416793,,,,,,
8,JRCAW45,416778,,,,,,
8,JUCAW46,416739,,,,,,
8,AXCAW47,416760,,,,,,
8,QFCAW48,416727,,,,,,
8,ORCAW49,416727,,,,,,
8,PACAW50,416622,,,,,,
8,GDDYW02,413847,,,,,,
8,AQDYW04,416697,,,,,,
8,HSDYW05,416763,,,,,,
8,AGDYW06,416673,,,,,,
8,VPDYW07,415578,,,,,,
8,BTDYW08,413865,,,,,,
8,KFDYW09,416754,,,,,,
8,DDDYW10,416847,,,,,,
8,WKDYW11,416793,,,,,,
8,BCDYW12,412911,,,,,,
8,TXDYW16,412977,,,,,,
8,BVDYW17,416844,,,,,,
8,PJDYW18,416832,,,,,,
8,HLDYW19,416775,,,,,,
8,KRDYW20,416805,,,,,,
8,XMDYW21,416817,,,,,,
8,ZQDYW22,416799,,,,,,
8,TPDYW23,416841,,,,,,
8,QODYW24,416766,,,,,,
8,GLDYW25,416817,,,,,,
8,SUDYW26,416730,,,,,,
8,GUDYW27,416631,,,,,,
8,QPDYW28,416811,,,,,,
8,KVDYW29,416676,,,,,,
8,UMDYW30,416751,,,,,,
8,JDDYW31,416658,,,,,,
8,PNDYW32,404622,,,,,,
8,GJDYW33,416829,,,,,,
8,CFDYW34,416808,,,,,,
8,BXDYW35,416844,,,,,,
8,KODYW36,416838,,,,,,
8,WDDYW37,416832,,,,,,
8,RPDYW38,416841,,,,,,
8,UUDYW39,416793,,,,,,
8,LNDYW40,416811,,,,,,
8,MHDYW41,416745,,,,,,
8,DQDYW42,416820,,,,,,
8,KZDYW43,416775,,,,,,
8,QHDYW44,416817,,,,,,
8,EZDYW45,416871,,,,,,
8,ZMDYW46,416829,,,,,,
8,RXDYW47,416829,,,,,,
8,HUDYW48,416856,,,,,,
8,WMDYW49,416808,,,,,,
8,JJDYW50,415233,,,,,,
Group13,WAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
47,3752364,,,,,,,
47,994206,,,,,,,
47,994206,,,,,,,
47,397842,,,,,,,
47,397842,,,,,,,
47,4881228,,,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
47,NK1VW09,416553,,,,,,
47,NJ1VW11,410556,,,,,,
47,AD1VW12,415806,,,,,,
47,YC1VW39,416820,,,,,,
47,CB1VW40,416841,,,,,,
47,VP1VW41,410592,,,,,,
47,JG1VW42,416706,,,,,,
47,AB1VW43,416835,,,,,,
47,ZZPVW37,415062,,,,,,
47,CHPVW38,415212,,,,,,
47,TUPVW39,406251,,,,,,
47,ABPVW40,416772,,,,,,
47,YYPVW41,416697,,,,,,
47,XYPVW42,416634,,,,,,
47,WXPVW43,416199,,,,,,
47,SHPVW44,416634,,,,,,
47,LCPVW45,413982,,,,,,
47,ACPVW46,413868,,,,,,
47,UUPVW47,415776,,,,,,
47,PGPVW48,416751,,,,,,
47,ANPVW49,416646,,,,,,
47,EDPVW50,416661,,,,,,
47,DJVRW24,416682,,,,,,
47,DKVRW25,416649,,,,,,
47,XFVRW26,416706,,,,,,
47,UXVRW27,416844,,,,,,
47,JBVRW28,416832,,,,,,
47,QSVRW29,416763,,,,,,
47,KLVRW30,406212,,,,,,
47,KCVRW31,416817,,,,,,
47,GZVRW32,414093,,,,,,
47,GFVRW33,416802,,,,,,
47,JNVRW34,416787,,,,,,
47,EHVRW35,415581,,,,,,
47,GYVRW36,416736,,,,,,
47,HFVRW37,416733,,,,,,
47,JWVRW38,416724,,,,,,
47,GFVRW39,416697,,,,,,
47,QWVRW40,416727,,,,,,
47,XOVRW41,416493,,,,,,
47,VMVRW42,409293,,,,,,
47,BQVRW43,415134,,,,,,
47,CUVRW44,416586,,,,,,
47,XJVRW45,416703,,,,,,
47,LHVRW46,416739,,,,,,
47,RIVRW47,416820,,,,,,
47,KNVRW48,416823,,,,,,
47,ZBVRW49,416769,,,,,,
47,HYVRW50,416817,,,,,,
47,TPLVW26,416256,,,,,,
47,FVLVW27,416853,,,,,,
47,EZLVW28,416862,,,,,,
47,YPLVW29,413976,,,,,,
47,ONLVW30,416214,,,,,,
47,VLLVW31,413586,,,,,,
47,CNLVW32,416775,,,,,,
47,NWLVW33,415524,,,,,,
47,HULVW34,416766,,,,,,
47,XQLVW36,411120,,,,,,
47,DOLVW37,416676,,,,,,
47,QVLVW39,416832,,,,,,
47,VYLVW41,415887,,,,,,
47,GYLVW42,416790,,,,,,
47,UWLVW44,414405,,,,,,
47,WFLVW45,416838,,,,,,
47,YSLVW46,416823,,,,,,
47,DILVW47,416727,,,,,,
47,JZLVW48,416826,,,,,,
47,ICLVW49,416835,,,,,,
47,SNLVW50,416832,,,,,,
47,GK97W15,416805,,,,,,
47,NA97W16,416784,,,,,,
47,FD97W17,416832,,,,,,
47,VN97W18,416850,,,,,,
47,GF97W19,416778,,,,,,
47,DQ97W20,416853,,,,,,
47,VF97W21,416823,,,,,,
47,ZJ97W22,416769,,,,,,
47,AF97W23,416808,,,,,,
47,SZ97W24,416691,,,,,,
47,UR97W25,416766,,,,,,
47,QP97W26,416778,,,,,,
47,MJ97W27,416829,,,,,,
47,KF97W28,416811,,,,,,
47,NH97W29,416769,,,,,,
47,LV97W30,416787,,,,,,
47,XP97W32,416799,,,,,,
47,IF97W33,415641,,,,,,
47,HU97W34,416808,,,,,,
47,TC97W35,416838,,,,,,
47,DH97W36,416817,,,,,,
47,QQ97W37,416820,,,,,,
47,CH97W38,416727,,,,,,
47,XX97W39,416808,,,,,,
47,IZ97W40,416832,,,,,,
47,YD97W41,404907,,,,,,
47,KS97W42,415086,,,,,,
47,TO97W43,415038,,,,,,
47,UY97W44,416721,,,,,,
47,NV97W45,403548,,,,,,
47,TQ97W46,412827,,,,,,
47,AY97W47,416727,,,,,,
47,UI97W48,416793,,,,,,
47,SF97W49,416766,,,,,,
47,XU97W50,416739,,,,,,
47,CFLRW01,410136,,,,,,
47,LPLRW02,416760,,,,,,
47,WNLRW03,416802,,,,,,
47,BZLRW04,415752,,,,,,
47,NFLRW05,416718,,,,,,
47,MMLRW06,416751,,,,,,
47,XNLRW08,416685,,,,,,
47,JILRW09,413331,,,,,,
47,KFLRW10,416631,,,,,,
47,WTLRW11,416733,,,,,,
47,LJLRW12,416841,,,,,,
47,GXLRW13,416694,,,,,,
47,JMLRW14,416787,,,,,,
47,GRLRW15,414768,,,,,,
47,WTLRW16,416784,,,,,,
47,ORLRW17,416763,,,,,,
47,ANLRW18,416817,,,,,,
47,XSLRW19,416820,,,,,,
47,RULRW20,416751,,,,,,
47,VFLRW21,416820,,,,,,
47,MULRW22,416793,,,,,,
47,KILRW23,416688,,,,,,
47,IGLRW24,416754,,,,,,
47,SMLRW25,416727,,,,,,
47,OLLRW26,416823,,,,,,
47,XNLRW27,416817,,,,,,
47,JDLRW28,416793,,,,,,
47,JSLRW29,415722,,,,,,
47,ZNLRW30,414294,,,,,,
47,FJLRW31,416820,,,,,,
47,HJLRW32,404169,,,,,,
47,CTLRW33,416823,,,,,,
47,QVLRW34,416814,,,,,,
47,LJLRW35,416658,,,,,,
47,QQLRW36,416694,,,,,,
47,QQLRW37,416775,,,,,,
47,KQLRW38,416760,,,,,,
47,GRLRW39,416826,,,,,,
47,ZXLRW40,416754,,,,,,
47,PDLRW41,416775,,,,,,
47,UTLRW42,416751,,,,,,
47,CKLRW43,416601,,,,,,
47,WBLRW44,416739,,,,,,
47,IXLRW45,416814,,,,,,
47,EELRW46,416799,,,,,,
47,TELRW47,412782,,,,,,
47,OLLRW48,416778,,,,,,
47,YDLRW49,416772,,,,,,
47,RQLRW50,416805,,,,,,
47,SNM3W01,413106,,,,,,
47,UJM3W02,413700,,,,,,
47,VYM3W03,416649,,,,,,
47,VGM3W04,416739,,,,,,
47,DSM3W05,413724,,,,,,
47,XSM3W06,410565,,,,,,
47,TBM3W07,416715,,,,,,
47,YCM3W08,416688,,,,,,
47,PNM3W09,389481,,,,,,
47,GRM3W10,414087,,,,,,
47,XPM3W11,416565,,,,,,
47,NOM3W12,416484,,,,,,
47,EMM3W13,416484,,,,,,
47,WMM3W14,416553,,,,,,
47,BYM3W15,416640,,,,,,
47,RDM3W16,416640,,,,,,
47,ZIM3W17,416631,,,,,,
47,FBM3W18,416694,,,,,,
47,IKM3W19,416550,,,,,,
47,XEM3W20,416661,,,,,,
47,PPM3W21,416460,,,,,,
47,XPM3W22,415824,,,,,,
47,ZMM3W23,414312,,,,,,
47,LSM3W24,416457,,,,,,
47,FMM3W25,414390,,,,,,
47,VLM3W26,416571,,,,,,
47,WZM3W27,416649,,,,,,
47,TCM3W28,416472,,,,,,
47,AFM3W29,414237,,,,,,
47,EJM3W30,415065,,,,,,
47,CJM3W31,415251,,,,,,
47,FEM3W32,412407,,,,,,
47,AUM3W33,414870,,,,,,
47,SKM3W34,414012,,,,,,
47,VWM3W35,414336,,,,,,
47,TEM3W36,411552,,,,,,
47,PCM3W37,412920,,,,,,
47,CHM3W38,416592,,,,,,
47,RXM3W39,416502,,,,,,
47,PSM3W40,416580,,,,,,
47,ADM3W41,414195,,,,,,
47,GOM3W42,414531,,,,,,
47,CGM3W43,414027,,,,,,
47,HAM3W44,415542,,,,,,
47,PCM3W45,416619,,,,,,
47,BCM3W46,416631,,,,,,
47,GOM3W47,416586,,,,,,
47,CGM3W48,414537,,,,,,
47,KSM3W49,416541,,,,,,
47,PFM3W50,416559,,,,,,
47,UAM4W01,416304,,,,,,
47,XJM4W02,416766,,,,,,
47,SRM4W03,416670,,,,,,
47,VTM4W04,415224,,,,,,
47,WMM4W05,416769,,,,,,
47,LCM4W06,416697,,,,,,
47,QLM4W07,416763,,,,,,
47,IYM4W08,416766,,,,,,
47,CQM4W09,416739,,,,,,
47,CUM4W10,416757,,,,,,
47,MSM4W11,414201,,,,,,
47,VSM4W12,413172,,,,,,
47,UQM4W13,406440,,,,,,
47,YBM4W14,416742,,,,,,
47,AWM4W15,408582,,,,,,
47,XYM4W16,413604,,,,,,
47,IJM4W18,397638,,,,,,
47,YAM4W19,416802,,,,,,
47,GXM4W20,415083,,,,,,
47,WLM4W21,413751,,,,,,
47,KNM4W22,416820,,,,,,
47,DCM4W23,416730,,,,,,
47,RZM4W24,414561,,,,,,
47,MUM4W25,416814,,,,,,
47,FDM4W26,413457,,,,,,
47,DTM4W27,416544,,,,,,
47,QVM4W28,416694,,,,,,
47,SBM4W29,415395,,,,,,
47,FEM4W30,416844,,,,,,
47,OCM4W31,416814,,,,,,
47,TUM4W32,416619,,,,,,
47,TAM4W33,410337,,,,,,
47,PMM4W34,416841,,,,,,
47,UHM4W35,415329,,,,,,
47,NIM4W36,416817,,,,,,
47,RFM4W37,416847,,,,,,
47,URM4W38,415413,,,,,,
47,JZM4W39,416823,,,,,,
47,OSM4W40,414573,,,,,,
47,AVM4W41,416688,,,,,,
47,EDM4W42,408729,,,,,,
47,VWM4W43,416769,,,,,,
47,TDM4W44,411603,,,,,,
47,IMM4W45,415509,,,,,,
47,QWM4W46,416799,,,,,,
47,VBM4W47,416742,,,,,,
47,IUM4W48,416751,,,,,,
47,RPM4W49,416775,,,,,,
47,UCM4W50,410562,,,,,,
47,NFNMW01,416676,,,,,,
47,EFNMW02,416793,,,,,,
47,HWNMW03,416787,,,,,,
47,MXNMW04,416784,,,,,,
47,YZNMW05,409962,,,,,,
47,LTNMW06,416793,,,,,,
47,MMNMW07,416778,,,,,,
47,ETNMW09,416742,,,,,,
47,XPNMW10,415359,,,,,,
47,YXNMW11,416724,,,,,,
47,HLNMW12,416670,,,,,,
47,EHNMW13,414732,,,,,,
47,QRNMW14,416613,,,,,,
47,NPNMW15,416334,,,,,,
47,XANMW16,416547,,,,,,
47,ZTNMW17,413394,,,,,,
47,FLNMW18,416685,,,,,,
47,FVNMW19,416760,,,,,,
47,RZNMW20,416763,,,,,,
47,WZNMW21,416727,,,,,,
47,JVNMW22,416826,,,,,,
47,FINMW23,416772,,,,,,
47,BXNMW24,416805,,,,,,
47,JJNMW25,416745,,,,,,
47,XPNMW26,416661,,,,,,
47,WBNMW27,416649,,,,,,
47,RWNMW28,416739,,,,,,
47,VCNMW29,416769,,,,,,
47,BWNMW30,414801,,,,,,
47,OQNMW31,416067,,,,,,
47,JWNMW32,416577,,,,,,
47,AYNMW33,415605,,,,,,
47,ZRNMW34,413037,,,,,,
47,NANMW35,416349,,,,,,
47,GINMW36,416271,,,,,,
47,CYNMW37,397311,,,,,,
47,TZNMW42,416046,,,,,,
47,NLNMW43,416718,,,,,,
47,GVNMW44,415227,,,,,,
47,GSNMW45,416610,,,,,,
47,HENMW46,415515,,,,,,
47,SINMW47,415854,,,,,,
47,EXNMW48,416160,,,,,,
47,CINMW49,416712,,,,,,
47,QCNMW50,416622,,,,,,
47,UUNNW01,416814,,,,,,
47,KGNNW02,416805,,,,,,
47,PNNNW03,416781,,,,,,
47,UGNNW04,416787,,,,,,
47,JJNNW05,416805,,,,,,
47,JINNW06,412614,,,,,,
47,CONNW07,416595,,,,,,
47,NYNNW11,413730,,,,,,
47,IRNNW12,415713,,,,,,
47,JJNNW13,416781,,,,,,
47,WFNNW14,416751,,,,,,
47,PWNNW15,416718,,,,,,
47,IFNNW16,416688,,,,,,
47,ESNNW17,404223,,,,,,
47,UCNNW18,414921,,,,,,
47,PFNNW19,411318,,,,,,
47,KENNW20,416709,,,,,,
47,OHNNW22,416790,,,,,,
47,NNNNW23,413838,,,,,,
47,KZNNW24,414213,,,,,,
47,RZNNW25,416748,,,,,,
47,MXNNW26,416763,,,,,,
47,JYNNW27,416790,,,,,,
47,BDNNW28,416802,,,,,,
47,UFNNW29,416814,,,,,,
47,PLNNW30,416739,,,,,,
47,YGNNW31,416790,,,,,,
47,GONNW32,416784,,,,,,
47,FONNW33,416703,,,,,,
47,XJNNW34,416676,,,,,,
47,JCNNW35,414720,,,,,,
47,MGNNW36,414468,,,,,,
47,TENNW37,416760,,,,,,
47,XYNNW38,416721,,,,,,
47,ZFNNW39,416802,,,,,,
47,KUNNW40,416781,,,,,,
47,HKNNW41,416823,,,,,,
47,SWNNW42,416736,,,,,,
47,TSNNW43,416730,,,,,,
47,MJNNW44,416718,,,,,,
47,DANNW45,416667,,,,,,
47,XONNW46,416691,,,,,,
47,NENNW47,415098,,,,,,
47,GENNW48,412539,,,,,,
47,XANNW49,416622,,,,,,
47,CZNNW50,416649,,,,,,
47,QALCW01,416622,,,,,,
47,POLCW02,412005,,,,,,
47,MFLCW03,416847,,,,,,
47,DELCW04,416838,,,,,,
47,ADLCW05,416775,,,,,,
47,EPLCW06,416751,,,,,,
47,VULCW07,416862,,,,,,
47,DOLCW08,416754,,,,,,
47,NJLCW09,416715,,,,,,
47,UNLCW10,416742,,,,,,
47,BNLCW11,416778,,,,,,
47,GJLCW12,416826,,,,,,
47,EYLCW13,415794,,,,,,
47,TPLCW14,416826,,,,,,
47,XTLCW15,416787,,,,,,
47,AYLCW16,414465,,,,,,
